04/02/2026 13:05 - Notas fiscais emitidas entre 04-04-2020 e 04-02-2026

Data da Emissão;Número;Série;Valor;Cliente;CNPJ/CPF;Pedido;Vendedor
14/09/2023 13:43:27;8989;1;110;Engineering Redes ME;66.664.822/0001-64;0;Mariana Fernandes
14/09/2023 11:44:10;8988;1;605,25;Advanced Metalúrgica EIRELI;88.926.769/0001-77;0;Mariana Fernandes
14/09/2023 09:42:52;8987;1;795;Service Componentes ME;64.287.385/0001-69;0;Mariana Fernandes
14/09/2023 09:27:00;8986;1;312,84;Micro Embalagens ME;22.199.774/0001-65;0;Amanda Carvalho
14/09/2023 08:59:00;8985;1;114;Gold Distribuidora Grupo;41.692.708/0001-15;0;Mariana Fernandes
13/09/2023 15:51:19;8984;1;2508,8;Service Componentes ME;64.287.385/0001-69;0;Amanda Carvalho
13/09/2023 15:42:41;8983;1;538,25;Omega Transportes S.A.;69.872.677/0001-84;0;Amanda Ferreira
13/09/2023 15:21:31;8982;1;138;Creative Web ME;35.250.125/0001-15;0;Amanda Carvalho
13/09/2023 12:43:48;8981;1;76;Dynamic Redes Grupo;15.881.874/0001-32;0;Mariana Fernandes
13/09/2023 11:09:55;8980;1;1275;Inova Investimentos EIRELI;91.619.723/0001-35;0;Mariana Fernandes
13/09/2023 10:07:09;8979;1;341,85;Health Componentes Grupo;25.487.180/0001-80;0;Mariana Fernandes
13/09/2023 10:05:11;8978;1;130;Health Componentes Grupo;25.487.180/0001-80;0;Mariana Fernandes
13/09/2023 10:03:32;8977;1;912;Delta Bebidas ME;47.181.975/0001-39;0;Mariana Fernandes
13/09/2023 10:01:27;8976;1;480;Elite Componentes LTDA;69.805.411/0001-99;0;Mariana Fernandes
12/09/2023 14:29:49;8975;1;1309,2;Inova Investimentos S.A.;22.638.567/0001-11;0;Amanda Ferreira
12/09/2023 14:23:28;8974;1;4537,5;Service Componentes ME;64.287.385/0001-69;0;Amanda Carvalho
12/09/2023 11:59:21;8973;1;222,5;Mega Têxtil S.A.;18.213.956/0001-73;0;Mariana Fernandes
12/09/2023 11:01:28;8972;1;300;Nexus Manutenção ME;19.402.964/0001-22;0;Amanda Ferreira
12/09/2023 09:11:23;8971;1;205,4;Power Alimentos EIRELI;24.400.545/0001-30;0;Amanda Ferreira
11/09/2023 15:37:37;8970;1;56,5;Venture Tecnologia EIRELI;36.803.749/0001-43;0;Amanda Ferreira
06/09/2023 13:17:14;8969;1;101,25;Gold Distribuidora Grupo;41.692.708/0001-15;0;Mariana Fernandes
06/09/2023 09:55:42;8968;1;500;Gold Distribuidora Grupo;41.692.708/0001-15;0;Mariana Fernandes
05/09/2023 13:09:33;8967;1;114;Sea Investimentos Grupo;30.158.620/0001-20;0;Mariana Fernandes
05/09/2023 12:26:16;8966;1;29275;Master Obras Grupo;69.151.670/0001-41;0;Amanda Carvalho
05/09/2023 11:01:02;8965;1;214,2;Delta Sistemas S.A.;66.636.635/0001-88;0;Mariana Fernandes
04/09/2023 14:26:35;8964;1;89;Alpha Comércio LTDA;39.169.132/0001-52;0;Mariana Fernandes
01/09/2023 15:40:54;8963;1;846;Green Serviços S.A.;16.505.614/0001-57;0;Amanda Carvalho
01/09/2023 15:37:11;8962;1;807;Green Serviços S.A.;16.505.614/0001-57;0;Amanda Carvalho
01/09/2023 14:31:30;8961;1;320;Group Tecnologia S.A.;73.509.349/0001-28;0;Amanda Carvalho
01/09/2023 14:25:04;8960;1;351,55;Creative Têxtil LTDA;82.901.142/0001-54;0;Amanda Carvalho
01/09/2023 10:49:11;8959;1;64;Mega Móveis LTDA;67.929.685/0001-93;0;Mariana Fernandes
01/09/2023 09:37:11;8958;1;354,6;Advanced Alimentos EIRELI;76.596.741/0001-40;0;Mariana Fernandes
01/09/2023 09:20:40;8957;1;1034;Group Tecnologia S.A.;73.509.349/0001-28;0;Amanda Carvalho
01/09/2023 09:08:37;8956;1;3882;Sigma Redes S.A.;51.316.565/0001-51;0;Mariana Fernandes
01/09/2023 09:03:50;8955;1;454,8;Sigma Redes S.A.;51.316.565/0001-51;0;Mariana Fernandes
01/09/2023 08:59:01;8954;1;1630,2;Inova Consultoria EIRELI;68.750.954/0001-56;0;Mariana Fernandes
31/08/2023 13:48:29;8953;1;349;Digital Têxtil Grupo;53.962.677/0001-15;0;Mariana Fernandes
31/08/2023 12:08:20;8952;1;25;Engineering Redes ME;66.664.822/0001-64;0;Mariana Fernandes
31/08/2023 12:07:51;8951;1;236,8;Core Indústria ME;82.180.187/0001-72;0;Mariana Fernandes
31/08/2023 11:59:18;8950;1;1000;Dynamic Investimentos LTDA;20.146.756/0001-83;0;Mariana Fernandes
31/08/2023 09:00:33;8948;1;369;Synergy Alimentos ME;83.526.732/0001-91;0;Amanda Carvalho
29/08/2023 11:24:02;8947;1;277;Delta Móveis Grupo;48.569.758/0001-13;0;Mariana Fernandes
29/08/2023 10:20:44;8946;1;367,5;Prime Móveis S.A.;67.365.869/0001-41;0;Mariana Fernandes
29/08/2023 10:19:42;8945;1;178;Prime Móveis S.A.;67.365.869/0001-41;0;Mariana Fernandes
29/08/2023 10:01:55;8944;1;825,8;Beta Elétricos Grupo;47.757.409/0001-71;0;Mariana Fernandes
29/08/2023 09:38:17;8943;1;247;Health Sistemas ME;69.488.376/0001-91;0;Amanda Ferreira
28/08/2023 15:19:34;8941;1;226,5;Software Componentes ME;43.242.352/0001-81;0;Amanda Carvalho
28/08/2023 14:44:05;8940;1;1965,6;Software Componentes ME;43.242.352/0001-81;0;Mariana Fernandes
28/08/2023 11:02:13;8939;1;308,3;Health Sistemas ME;69.488.376/0001-91;0;Mariana Fernandes
28/08/2023 10:34:44;8938;1;626,2;Core Obras S.A.;48.564.174/0001-98;0;Mariana Fernandes
28/08/2023 09:12:28;8937;1;391,5;Venture Alimentos EIRELI;69.552.552/0001-96;0;Mariana Fernandes
28/08/2023 08:58:30;8936;1;150;Inova Investimentos EIRELI;91.619.723/0001-35;0;Mariana Fernandes
25/08/2023 16:55:12;8935;1;333;Advanced Metalúrgica EIRELI;88.926.769/0001-77;0;Amanda Carvalho
25/08/2023 16:28:18;8934;1;279,5;Global Metalúrgica ME;92.252.372/0001-28;0;Amanda Carvalho
25/08/2023 11:42:27;8933;1;95;Blue Metalúrgica Grupo;57.578.922/0001-80;0;Mariana Fernandes
25/08/2023 10:05:56;8932;1;190;Software Componentes ME;43.242.352/0001-81;0;Amanda Carvalho
24/08/2023 15:15:25;8931;1;89,5;Software Componentes ME;43.242.352/0001-81;0;Amanda Ferreira
24/08/2023 12:24:04;8930;1;522,7;Global Construções EIRELI;83.331.926/0001-64;0;Mariana Fernandes
24/08/2023 11:58:42;8928;1;6241,27;Prime Móveis S.A.;67.365.869/0001-41;0;Mariana Fernandes
24/08/2023 11:32:15;8927;1;1871,91;Smart Elétricos LTDA;22.340.650/0001-27;0;Mariana Fernandes
24/08/2023 10:14:00;8926;1;763,5;Sea Web S.A.;51.512.813/0001-47;0;Mariana Fernandes
24/08/2023 10:00:42;8925;1;1276;Sea Web S.A.;51.512.813/0001-47;0;Mariana Fernandes
24/08/2023 09:42:29;8924;1;5140,5;Sea Investimentos Grupo;30.158.620/0001-20;0;Mariana Fernandes
24/08/2023 08:36:13;8923;1;275;Steel Elétricos S.A.;36.448.721/0001-28;0;Amanda Ferreira
23/08/2023 15:28:12;8922;1;1055,7;Venture Tecnologia EIRELI;36.803.749/0001-43;0;Amanda Ferreira
23/08/2023 14:48:19;8921;1;838;Energy Transportes Grupo;82.408.515/0001-80;0;Amanda Carvalho
23/08/2023 14:10:50;8920;1;2264,53;Fast Investimentos EIRELI;54.508.233/0001-57;0;Mariana Fernandes
23/08/2023 13:43:10;8919;1;618;Advanced Metalúrgica EIRELI;88.926.769/0001-77;0;Mariana Fernandes
23/08/2023 11:18:00;8918;1;348,5;Delta Sistemas S.A.;66.636.635/0001-88;0;Amanda Ferreira
23/08/2023 10:43:23;8917;1;601;Sea Metalúrgica LTDA;50.347.577/0001-25;0;Amanda Ferreira
23/08/2023 09:54:21;8916;1;2182,59;Fast Investimentos EIRELI;54.508.233/0001-57;0;Mariana Fernandes
23/08/2023 09:49:35;8915;1;640;Elite Projetos Grupo;56.691.296/0001-18;0;Mariana Fernandes
23/08/2023 09:36:16;8914;1;703,1;Delta Construções LTDA;41.304.959/0001-12;0;Amanda Carvalho
22/08/2023 17:00:53;8913;1;150;Blue Eletrônicos ME;13.246.969/0001-87;0;Amanda Carvalho
22/08/2023 15:24:13;8912;1;2136,3;Sigma Redes S.A.;51.316.565/0001-51;0;Amanda Carvalho
22/08/2023 14:34:33;8910;1;385;Engineering Redes ME;66.664.822/0001-64;0;Mariana Fernandes
22/08/2023 12:56:58;8907;1;4316,46;Elite Componentes LTDA;69.805.411/0001-99;0;Mariana Fernandes
22/08/2023 12:48:01;8906;1;720;Service Embalagens EIRELI;18.618.763/0001-53;0;Amanda Carvalho
22/08/2023 12:37:43;8905;1;406,5;Inova Consultoria LTDA;70.327.304/0001-68;0;Amanda Carvalho
22/08/2023 12:27:05;8904;1;476,5;Energy Transportes Grupo;82.408.515/0001-80;0;Amanda Carvalho
22/08/2023 12:18:47;8903;1;953;Power Obras ME;87.921.460/0001-38;0;Amanda Carvalho
22/08/2023 12:00:39;8902;1;252,5;Health Componentes Grupo;25.487.180/0001-80;0;Mariana Fernandes
22/08/2023 09:57:02;8901;1;1648,8;Advanced Alimentos EIRELI;76.596.741/0001-40;0;Mariana Fernandes
21/08/2023 16:19:46;8900;1;167,5;Engineering Redes ME;66.664.822/0001-64;0;Mariana Fernandes
21/08/2023 14:40:16;8899;1;1075;Service Componentes ME;64.287.385/0001-69;0;Mariana Fernandes
18/08/2023 16:15:51;8898;1;3996;Fast Investimentos EIRELI;54.508.233/0001-57;0;Amanda Carvalho
18/08/2023 15:50:52;8897;1;2182,59;Fast Investimentos EIRELI;54.508.233/0001-57;0;Mariana Fernandes
18/08/2023 14:13:51;8896;1;664;Advanced Alimentos EIRELI;76.596.741/0001-40;0;Mariana Fernandes
18/08/2023 13:56:17;8895;1;1925;Advanced Alimentos EIRELI;76.596.741/0001-40;0;Mariana Fernandes
18/08/2023 13:21:08;8894;1;67,5;Sea Investimentos Grupo;30.158.620/0001-20;0;Amanda Carvalho
18/08/2023 10:59:04;8893;1;48;Mega Móveis LTDA;67.929.685/0001-93;0;Mariana Fernandes
18/08/2023 09:19:01;8892;1;468,18;Micro Embalagens ME;22.199.774/0001-65;0;Mariana Fernandes
18/08/2023 09:06:57;8891;1;949;Service Componentes ME;64.287.385/0001-69;0;Mariana Fernandes
18/08/2023 08:39:17;8890;1;998,5;Nexus Componentes Grupo;45.928.990/0001-10;0;Amanda Carvalho
17/08/2023 17:10:49;8889;1;1044;Quantum Componentes ME;28.199.151/0001-47;0;Amanda Carvalho
17/08/2023 15:03:58;8888;1;520;Power Alimentos EIRELI;24.400.545/0001-30;0;Amanda Ferreira
17/08/2023 12:53:43;8887;1;1137,6;Red Consultoria Grupo;69.641.357/0001-80;0;Mariana Fernandes
17/08/2023 11:58:51;8886;1;110,9;Red Investimentos Grupo;63.354.986/0001-30;0;Mariana Fernandes
16/08/2023 13:44:17;8885;1;250;Fast Redes ME;95.833.421/0001-40;0;Amanda Carvalho
16/08/2023 13:17:51;8884;1;2132,56;Micro Embalagens ME;22.199.774/0001-65;0;Mariana Fernandes
16/08/2023 13:09:15;8883;1;7886,24;Dynamic Cloud Grupo;50.294.881/0001-30;0;Mariana Fernandes
16/08/2023 10:33:18;8882;1;637,4025;Synergy Indústria S.A.;10.632.925/0001-78;0;Mariana Fernandes
15/08/2023 15:16:10;8881;1;1207,46;Software Moda LTDA;23.897.535/0001-38;0;Mariana Fernandes
15/08/2023 13:21:34;8880;1;960,25;Green Serviços S.A.;16.505.614/0001-57;0;Mariana Fernandes
15/08/2023 13:16:02;8879;1;560;Green Serviços S.A.;16.505.614/0001-57;0;Amanda Carvalho
15/08/2023 11:54:19;8878;1;80;Engineering Projetos S.A.;29.545.280/0001-76;0;Amanda Carvalho
14/08/2023 15:58:15;8877;1;800;Air Eletrônicos S.A.;73.415.609/0001-12;0;Mariana Fernandes
14/08/2023 11:43:08;8876;1;177,12;Engineering Projetos S.A.;29.545.280/0001-76;0;Amanda Carvalho
11/08/2023 13:14:21;8875;1;2940;Tech Consultoria Grupo;68.346.320/0001-84;0;
11/08/2023 10:05:02;8874;1;533,97;Dynamic Química LTDA;26.424.757/0001-19;0;Mariana Fernandes
11/08/2023 10:00:27;8873;1;6420;Dynamic Química LTDA;26.424.757/0001-19;0;Mariana Fernandes
10/08/2023 16:20:17;8872;1;562,5;Green Indústria LTDA;46.606.711/0001-93;0;Amanda Ferreira
10/08/2023 15:46:07;8871;1;3076,65;Orion Química EIRELI;37.771.611/0001-60;0;Amanda Carvalho
10/08/2023 15:38:57;8870;1;703,1;Delta Construções LTDA;41.304.959/0001-12;0;Amanda Carvalho
10/08/2023 15:00:57;8869;1;250;Fast Redes ME;95.833.421/0001-40;0;Amanda Carvalho
10/08/2023 12:32:13;8868;1;3777,9991;Software Componentes ME;43.242.352/0001-81;0;Amanda Carvalho
09/08/2023 13:21:58;8867;1;710;Smart Comércio ME;25.671.882/0001-63;0;Amanda Carvalho
09/08/2023 11:47:20;8866;1;3411;Power Projetos ME;49.210.692/0001-13;0;Amanda Ferreira
09/08/2023 09:36:33;8865;1;869,15;Air Moda EIRELI;75.822.379/0001-63;0;Mariana Fernandes
09/08/2023 09:34:08;8864;1;371;Nexus Eletrônicos Grupo;13.674.303/0001-93;0;
08/08/2023 13:08:55;8863;1;100;Consulting Metalúrgica LTDA;60.706.677/0001-94;0;Mariana Fernandes
08/08/2023 09:37:10;8862;1;259,2;Red Consultoria Grupo;69.641.357/0001-80;0;Amanda Carvalho
07/08/2023 12:18:10;8861;1;1060;Delta Bebidas ME;47.181.975/0001-39;0;Amanda Carvalho
07/08/2023 09:56:58;8860;1;227,4;Power Alimentos EIRELI;24.400.545/0001-30;0;Amanda Ferreira
04/08/2023 16:51:12;8859;1;739,8;Quantum Componentes ME;28.199.151/0001-47;0;Mariana Fernandes
04/08/2023 14:55:15;8858;1;200;Synergy Projetos LTDA;70.119.867/0001-79;0;Amanda Carvalho
04/08/2023 13:49:30;8857;1;255;Elite Projetos Grupo;56.691.296/0001-18;0;Mariana Fernandes
04/08/2023 13:45:58;8856;1;12;Venture Têxtil Grupo;38.894.635/0001-58;0;Mariana Fernandes
04/08/2023 08:54:31;8855;1;1973,7;Elite Componentes LTDA;69.805.411/0001-99;0;Mariana Fernandes
03/08/2023 16:02:36;8854;1;703,8;Venture Tecnologia EIRELI;36.803.749/0001-43;0;Mariana Fernandes
03/08/2023 14:10:21;8853;1;1295;Inova Investimentos EIRELI;91.619.723/0001-35;0;Mariana Fernandes
03/08/2023 13:58:37;8852;1;3753,6;Creative Web ME;35.250.125/0001-15;0;Mariana Fernandes
03/08/2023 09:41:17;8851;1;286,5;Solution Manutenção ME;63.780.488/0001-96;0;Mariana Fernandes
03/08/2023 09:15:35;8850;1;366,8;Green Serviços S.A.;16.505.614/0001-57;0;Amanda Carvalho
02/08/2023 13:18:34;8849;1;268;Alpha Comércio LTDA;39.169.132/0001-52;0;Mariana Fernandes
02/08/2023 12:12:08;8848;1;775,8;Smart Transportes ME;53.884.597/0001-34;0;Amanda Carvalho
02/08/2023 09:27:51;8847;1;802,8;Sigma Redes S.A.;51.316.565/0001-51;0;Mariana Fernandes
02/08/2023 09:16:07;8846;1;1296,8;Sigma Redes S.A.;51.316.565/0001-51;0;Mariana Fernandes
02/08/2023 08:35:32;8845;1;288;Delta Sistemas S.A.;66.636.635/0001-88;0;Mariana Fernandes
01/08/2023 14:02:06;8844;1;60;Elite Projetos Grupo;56.691.296/0001-18;0;Amanda Carvalho
01/08/2023 11:18:39;8843;1;5940,6;Prime Móveis S.A.;67.365.869/0001-41;0;Mariana Fernandes
01/08/2023 10:58:16;8842;1;132,5;Inova Consultoria LTDA;70.327.304/0001-68;0;Amanda Carvalho
01/08/2023 10:43:17;8841;1;861,7;Inova Investimentos S.A.;22.638.567/0001-11;0;Mariana Fernandes
01/08/2023 09:58:27;8840;1;135;Inova Investimentos EIRELI;91.619.723/0001-35;0;Amanda Carvalho
31/07/2023 15:54:15;8839;1;2550;Sea Investimentos Grupo;30.158.620/0001-20;0;Mariana Fernandes
31/07/2023 09:57:57;8838;1;45;Venture Alimentos EIRELI;69.552.552/0001-96;0;Mariana Fernandes
31/07/2023 09:12:26;8837;1;2253,6;Delta Bebidas ME;47.181.975/0001-39;0;Mariana Fernandes
28/07/2023 13:19:10;8836;1;792,5;Creative Elétricos EIRELI;78.108.967/0001-23;0;Mariana Fernandes
28/07/2023 09:19:31;8835;1;2432;Amazonas Data ME;79.897.643/0001-10;0;Mariana Fernandes
27/07/2023 16:58:24;8834;1;530,85;Plastic Componentes ME;56.201.802/0001-57;0;Amanda Carvalho
27/07/2023 14:51:49;8833;1;1714,88;Elite Componentes LTDA;69.805.411/0001-99;0;Mariana Fernandes
27/07/2023 11:20:43;8832;1;247;Health Sistemas ME;69.488.376/0001-91;0;Amanda Ferreira
27/07/2023 10:45:58;8831;1;170,1;Digital Data LTDA;80.655.397/0001-48;0;Mariana Fernandes
27/07/2023 10:43:53;8830;1;73;Core Indústria ME;82.180.187/0001-72;0;Mariana Fernandes
27/07/2023 10:19:42;8829;1;200;Blue Metalúrgica Grupo;57.578.922/0001-80;0;Mariana Fernandes
27/07/2023 09:26:21;8828;1;378;Inova Investimentos EIRELI;91.619.723/0001-35;0;Mariana Fernandes
26/07/2023 13:27:27;8827;1;75;Green Serviços S.A.;16.505.614/0001-57;0;Mariana Fernandes
25/07/2023 15:23:19;8826;1;281,772;Plastic Componentes ME;56.201.802/0001-57;0;Amanda Carvalho
25/07/2023 14:29:43;8825;1;1249,45;Sea Investimentos Grupo;30.158.620/0001-20;0;Mariana Fernandes
25/07/2023 10:03:22;8824;1;719,7;Sea Investimentos Grupo;30.158.620/0001-20;0;Mariana Fernandes
25/07/2023 09:12:31;8821;1;675;Metal Manutenção EIRELI;56.882.512/0001-56;0;Amanda Carvalho
24/07/2023 13:45:30;8820;1;676,71;Plastic Componentes ME;56.201.802/0001-57;0;Mariana Fernandes
24/07/2023 12:02:49;8819;1;4605,4;Sea Investimentos Grupo;30.158.620/0001-20;0;Mariana Fernandes
24/07/2023 09:06:23;8818;1;130,0001;Software Componentes ME;43.242.352/0001-81;0;Mariana Fernandes
21/07/2023 09:44:18;8817;1;915,5;Orion Química EIRELI;37.771.611/0001-60;0;Amanda Carvalho
20/07/2023 14:40:25;8816;1;334;Inova Projetos EIRELI;28.240.139/0001-46;0;Amanda Carvalho
20/07/2023 13:29:47;8815;1;579;Service Manutenção Grupo;83.584.348/0001-70;0;Amanda Carvalho
20/07/2023 12:59:21;8814;1;138,5;Delta Móveis Grupo;48.569.758/0001-13;0;Mariana Fernandes
20/07/2023 12:30:13;8811;1;4627,2;Energy Transportes Grupo;82.408.515/0001-80;0;Mariana Fernandes
20/07/2023 12:23:16;8809;1;142,5;Health Componentes Grupo;25.487.180/0001-80;0;Amanda Carvalho
20/07/2023 12:14:14;8808;1;264;Health Componentes Grupo;25.487.180/0001-80;0;Amanda Ferreira
20/07/2023 10:41:11;8807;1;1221,5;Sea Web S.A.;51.512.813/0001-47;0;Mariana Fernandes
20/07/2023 10:27:21;8806;1;690;Sea Web S.A.;51.512.813/0001-47;0;Amanda Carvalho
19/07/2023 14:45:57;8804;1;2477,6;Holding Elétricos Grupo;95.415.146/0001-38;0;Mariana Fernandes
19/07/2023 12:05:24;8803;1;560;Inova Investimentos EIRELI;91.619.723/0001-35;0;Amanda Carvalho
19/07/2023 10:01:04;8802;1;945,4;Delta Web ME;15.910.304/0001-15;0;Amanda Ferreira
19/07/2023 09:36:25;8801;1;439;Quantum Componentes LTDA;46.340.378/0001-52;0;Amanda Carvalho
19/07/2023 09:13:26;8800;1;234;Air Moda EIRELI;75.822.379/0001-63;0;Mariana Fernandes
18/07/2023 16:28:10;8799;1;1099,5;Sea Investimentos Grupo;30.158.620/0001-20;0;Mariana Fernandes
18/07/2023 11:59:47;8798;1;170;Sea Investimentos Grupo;30.158.620/0001-20;0;Mariana Fernandes
18/07/2023 11:39:25;8797;1;185;Solution Manutenção ME;63.780.488/0001-96;0;Amanda Carvalho
18/07/2023 11:24:10;8796;1;23;Software Componentes ME;43.242.352/0001-81;0;Amanda Ferreira
18/07/2023 10:19:46;8795;1;315;Delta Consultoria LTDA;82.675.299/0001-56;0;Mariana Fernandes
17/07/2023 12:24:40;8794;1;657,9;Elite Componentes LTDA;69.805.411/0001-99;0;Amanda Carvalho
17/07/2023 12:17:45;8793;1;934;Delta Bebidas ME;47.181.975/0001-39;0;Amanda Carvalho
17/07/2023 12:05:56;8792;1;527,5;Group Tecnologia S.A.;73.509.349/0001-28;0;Amanda Carvalho
14/07/2023 15:48:07;8791;1;4691,45;Dynamic Redes Grupo;15.881.874/0001-32;0;Amanda Carvalho
14/07/2023 12:13:02;8790;1;1700;Dynamic Química LTDA;26.424.757/0001-19;0;Mariana Fernandes
14/07/2023 11:02:27;8789;1;229,5;Solution Web LTDA;59.616.561/0001-80;0;Mariana Fernandes
14/07/2023 10:39:07;8788;1;295,65;Software Componentes ME;43.242.352/0001-81;0;Mariana Fernandes
14/07/2023 10:12:23;8787;1;341,5;Engineering Projetos S.A.;29.545.280/0001-76;0;Mariana Fernandes
14/07/2023 09:01:25;8786;1;265;Prime Móveis S.A.;67.365.869/0001-41;0;Mariana Fernandes
14/07/2023 08:58:18;8785;1;388,5;Prime Móveis S.A.;67.365.869/0001-41;0;Mariana Fernandes
14/07/2023 08:55:22;8784;1;388,5;Prime Móveis S.A.;67.365.869/0001-41;0;Mariana Fernandes
14/07/2023 08:50:16;8783;1;1200;Elite Bebidas S.A.;80.137.565/0001-21;0;Mariana Fernandes
14/07/2023 08:40:18;8782;1;843,6;Advanced Redes LTDA;10.441.889/0001-26;0;Mariana Fernandes
14/07/2023 08:33:34;8781;1;169,8;Quantum Projetos Grupo;97.725.221/0001-26;0;Amanda Carvalho
13/07/2023 13:14:18;8780;1;65,25;Dynamic Redes Grupo;15.881.874/0001-32;0;Mariana Fernandes
13/07/2023 13:08:52;8779;1;1627,5;Service Embalagens EIRELI;18.618.763/0001-53;0;Mariana Fernandes
13/07/2023 12:05:14;8777;1;274,5;Quantum Componentes LTDA;46.340.378/0001-52;0;Mariana Fernandes
13/07/2023 10:18:25;8776;1;265;Mega Cloud Grupo;56.873.247/0001-35;0;Mariana Fernandes
12/07/2023 14:21:27;8775;1;94,5;Core Indústria ME;82.180.187/0001-72;0;Amanda Ferreira
12/07/2023 11:30:44;8774;1;405;Core Móveis LTDA;84.852.874/0001-52;0;Mariana Fernandes
11/07/2023 17:02:45;8773;1;275;Service Web EIRELI;23.181.435/0001-94;0;Amanda Carvalho
11/07/2023 14:44:59;8772;1;74,5;Software Componentes ME;43.242.352/0001-81;0;Amanda Ferreira
11/07/2023 11:09:09;8771;1;1654,3;Dynamic Redes Grupo;15.881.874/0001-32;0;Mariana Fernandes
11/07/2023 11:02:53;8770;1;121;Venture Eletrônicos S.A.;74.141.146/0001-14;0;Amanda Carvalho
11/07/2023 10:57:52;8769;1;70;Health Sistemas ME;69.488.376/0001-91;0;Amanda Ferreira
11/07/2023 09:59:24;8768;1;600;Brasil Moda EIRELI;70.631.567/0001-29;0;Amanda Carvalho
10/07/2023 15:04:06;8767;1;120;Engineering Projetos S.A.;29.545.280/0001-76;0;Mariana Fernandes
10/07/2023 13:32:18;8766;1;662,63;Sigma Móveis EIRELI;17.151.698/0001-71;0;Mariana Fernandes
10/07/2023 10:53:13;8765;1;960;Dynamic Cloud Grupo;50.294.881/0001-30;0;Amanda Carvalho
07/07/2023 10:32:58;8764;1;1192,5;Solution Web LTDA;59.616.561/0001-80;0;Mariana Fernandes
07/07/2023 09:25:38;8763;1;1596,5;Nexus Componentes Grupo;45.928.990/0001-10;0;Mariana Fernandes
07/07/2023 09:00:22;8762;1;511,4;Service Componentes ME;64.287.385/0001-69;0;Mariana Fernandes
07/07/2023 08:54:14;8761;1;2713,5;Service Componentes ME;64.287.385/0001-69;0;Mariana Fernandes
06/07/2023 10:54:11;8760;1;2409,5;Sea Investimentos Grupo;30.158.620/0001-20;0;
06/07/2023 10:41:53;8759;1;6219;Sea Investimentos Grupo;30.158.620/0001-20;0;Mariana Fernandes
06/07/2023 09:59:10;8758;1;419;Smart Elétricos LTDA;22.340.650/0001-27;0;Mariana Fernandes
06/07/2023 09:28:52;8757;1;1370,5605;Engineering Projetos S.A.;29.545.280/0001-76;0;Amanda Carvalho
06/07/2023 08:37:25;8756;1;1388,6;Smart Comércio ME;25.671.882/0001-63;0;Mariana Fernandes
05/07/2023 15:27:46;8755;1;250;Fast Redes ME;95.833.421/0001-40;0;Mariana Fernandes
05/07/2023 09:33:04;8754;1;740;Inova Investimentos EIRELI;91.619.723/0001-35;0;Mariana Fernandes
05/07/2023 09:10:46;8753;1;407;Alpha Comércio LTDA;39.169.132/0001-52;0;Mariana Fernandes
04/07/2023 14:36:05;8752;1;20;Inova Investimentos EIRELI;91.619.723/0001-35;0;Amanda Ferreira
04/07/2023 12:08:31;8750;1;695,52;Creative Web ME;35.250.125/0001-15;0;Mariana Fernandes
04/07/2023 11:32:43;8749;1;1474,3;Advanced Alimentos EIRELI;76.596.741/0001-40;0;Mariana Fernandes
04/07/2023 10:00:48;8748;1;330,5;Micro Embalagens ME;22.199.774/0001-65;0;Mariana Fernandes
04/07/2023 09:15:57;8747;1;717;Venture Eletrônicos ME;51.727.426/0001-30;0;Mariana Fernandes
03/07/2023 16:21:57;8746;1;3433,58;Marketing Sistemas Grupo;59.339.976/0001-62;0;Mariana Fernandes
03/07/2023 13:59:16;8745;1;667,85;Media Sistemas Grupo;81.953.784/0001-55;0;Mariana Fernandes
03/07/2023 13:53:49;8744;1;667,85;Media Sistemas Grupo;81.953.784/0001-55;0;Mariana Fernandes
30/06/2023 13:21:06;8743;1;156,8603;Engineering Projetos S.A.;29.545.280/0001-76;0;Amanda Ferreira
30/06/2023 11:39:10;8742;1;35,5;Gold Têxtil EIRELI;85.444.619/0001-75;0;Mariana Fernandes
30/06/2023 10:24:30;8741;1;667,85;Media Sistemas Grupo;81.953.784/0001-55;0;Mariana Fernandes
30/06/2023 09:15:57;8740;1;740,58;Tech Química S.A.;14.130.195/0001-37;0;Amanda Ferreira
29/06/2023 13:49:52;8739;1;798;Service Cloud ME;97.575.812/0001-71;0;Mariana Fernandes
29/06/2023 11:55:23;8738;1;974,7;Alpha Comércio LTDA;39.169.132/0001-52;0;Mariana Fernandes
29/06/2023 10:27:33;8736;1;1922,841;Engineering Projetos S.A.;29.545.280/0001-76;0;Amanda Carvalho
29/06/2023 10:15:44;8735;1;187,5;Consulting Metalúrgica LTDA;60.706.677/0001-94;0;Mariana Fernandes
29/06/2023 09:43:48;8733;1;369;Advanced Redes LTDA;10.441.889/0001-26;0;Mariana Fernandes
29/06/2023 09:33:28;8732;1;210;Service Redes Grupo;64.697.508/0001-56;0;Mariana Fernandes
29/06/2023 08:43:11;8731;1;284;Safe Construções S.A.;45.870.951/0001-63;0;Mariana Fernandes
28/06/2023 09:51:11;8729;1;138,5;Service Embalagens EIRELI;18.618.763/0001-53;0;Mariana Fernandes
28/06/2023 09:46:03;8728;1;147,5;Creative Web ME;35.250.125/0001-15;0;Mariana Fernandes
27/06/2023 14:27:54;8727;1;816,05;Health Sistemas ME;69.488.376/0001-91;0;Amanda Ferreira
27/06/2023 11:35:05;8726;1;944;Blue Metalúrgica Grupo;57.578.922/0001-80;0;Amanda Ferreira
